LOUISIANA CONGRESSIONAL DISTRICTS BY ZIP CODE TABULATION AREA (ZCTA)

ZCTA                                                                        Congressional District
71438                                                                                          4,5
71439                                                                                            4
71441                                                                                            5
71446                                                                                            4
71447                                                                                          4,5
71449                                                                                            4
71450                                                                                            4
71452                                                                                            4
71454                                                                                            5
71455                                                                                          4,5
71456                                                                                            4
71457                                                                                          4,5
71459                                                                                            4
71461                                                                                            4
71462                                                                                            4
71463                                                                                          4,5
71465                                                                                            5
71466                                                                                            5
71467                                                                                            5
71468                                                                                            4
71469                                                                                            4
71472                                                                                            5
71473                                                                                            5
71474                                                                                            4
71479                                                                                            5
71480                                                                                            5
71483                                                                                            5
71485                                                                                            5
71486                                                                                            4
71749                                                                                            4
